,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count
10,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Good for Kids': True, 'Waiter Service': True, 'Noise Level': 'average', 'Price Range': 1, 'Wi-Fi': 'free', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Drive-Thru': True, 'Alcohol': 'none', 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",QTBUIAFtdUx-YMcWaI3GiQ,"['Fast Food', 'Restaurants', 1]",Buckeye,{},33.4415977,-112.5559378,True,17,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.176470588235294,17,4,32
11,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': True, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",cT_rocMh92B9t62Disp6gA,"['Thai', 'Restaurants', 1]",Chandler,"{'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '12:00'}, 'Sunday': {'close': '21:00', 'open': '12:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}}",33.306465,-111.877826,True,211,3.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,0,0,1,0,0,0,22,11,21,11,22,12,21,12,21,11,21,11,21,11,3.748792270531401,207,44,527
12,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Dogs Allowed': True, 'Delivery': False, 'Drive-Thru': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",noaKqyRwXTW4__8p4h5ZSw,"['Burgers', 'Delis', 'American (New)', 'Restaurants', 1]",Scottsdale,"{'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '21:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}}",33.6718774,-111.9058448,False,21,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,0,1,0,0,0,21,11,21,11,21,11,21,11,21,11,21,11,21,11,3.857142857142857,21,11,29
13,"{'Noise Level': 'loud', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': True, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",Te_i6EWlOJVdQpuELBABhg,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants', 1]",Goodyear,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.4598434107143,-112.358951211663,True,25,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.090909090909091,22,10,131
14,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",WsMSmLc9ahQJ3gOfN0ShVQ,"['Chicken Wings', 'Restaurants', 1]",Laveen,"{'Tuesday': {'close': '00:00', 'open': '10:45'}, 'Friday': {'close': '00:00', 'open': '10:45'}, 'Saturday': {'close': '00:00', 'open': '10:45'}, 'Sunday': {'close': '00:00', 'open': '10:45'}, 'Wednesday': {'close': '00:00', 'open': '10:45'}, 'Thursday': {'close': '00:00', 'open': '10:45'}, 'Monday': {'close': '00:00', 'open': '10:45'}}",33.3786662970833,-112.168879360376,True,26,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,2,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,3.037037037037037,27,6,78
15,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': True, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",rAb_wfdKKPPbcIysjYcW4A,"['Mexican', 'Restaurants', 1]",Phoenix,{},33.450927,-112.0211988,True,13,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.9166666666666665,12,2,22
16,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': True}, 'Dogs Allowed': False, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': True, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",hiXt1iC9nJh3--kz80zRtA,"['Sushi Bars', 'Japanese', 'Restaurants', 1]",Chandler,"{'Tuesday': {'close': '21:30', 'open': '16:30'}, 'Friday': {'close': '22:30', 'open': '11:00'}, 'Saturday': {'close': '22:30', 'open': '11:00'}, 'Sunday': {'close': '20:00', 'open': '12:00'}, 'Wednesday': {'close': '21:30', 'open': '16:30'}, 'Thursday': {'close': '21:30', 'open': '16:30'}, 'Monday': {'close': '21:30', 'open': '16:30'}}",33.3042957407848,-111.840548017449,True,70,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,1,1,1,1,0,1,1,0,0,22,11,21,16,22,11,20,12,21,16,21,16,21,16,3.5538461538461537,65,17,229
17,"{'Delivery': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': True}, 'Smoking': 'no', 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': False, 'Good For Dancing': False, 'Happy Hour': False, 'Music': {'dj': False}, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Wi-Fi': 'free', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Waiter Service': False, 'Caters': True, 'Accepts Credit Cards': True}",udVKZfBZ3IyZf_mlTy0law,"['Sandwiches', 'Restaurants', 1]",Wickenburg,"{'Tuesday': {'close': '16:00', 'open': '07:30'}, 'Friday': {'close': '16:00', 'open': '07:30'}, 'Saturday': {'close': '16:00', 'open': '07:30'}, 'Wednesday': {'close': '16:00', 'open': '07:30'}, 'Thursday': {'close': '16:00', 'open': '07:30'}, 'Monday': {'close': '16:00', 'open': '07:30'}}",33.9692381,-112.7307151,True,50,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,0,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,1,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,1,1,0,1,0,0,1,1,0,1,1,0,0,16,7,16,7,16,7,25,25,16,7,16,7,16,7,4.2682926829268295,41,12,104
18,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",43NQ-q543lb1VTstqLZIqg,"['Restaurants', 1]",Mesa,{},33.3893939,-111.6148794,True,7,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.2857142857142856,7,5,37
19,"{'Noise Level': 'average', 'Attire': 'casual', 'Has TV': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': True, 'Outdoor Seating': False, 'Delivery': False, 'Accepts Credit Cards': True}",vGI3QO3wDBuQ2fPXVJmL9A,"['Mexican', 'Restaurants', 1]",Mesa,{},33.4222896,-111.7375023,True,5,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,1,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.0,5,6,22
20,"{'Good For Groups': False, 'Price Range': 2, 'Attire': 'casual', 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Waiter Service': False, 'Take-out': True, 'Alcohol': 'beer_and_wine'}",3wkQh4bxR0Ao6rK21UIBXA,"['Chinese', 'Restaurants', 1]",Phoenix,{},33.7971416,-112.1180452,False,9,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,0,2,2,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.6363636363636362,11,1,3
21,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Order at Counter': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'quiet', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",EuNV8_SReV_3KeET2Ums6A,"['Fast Food', 'Sushi Bars', 'Japanese', 'Restaurants', 1]",Scottsdale,{},33.4891917,-111.9272931,False,45,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,1,2,1,0,0,1,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.1666666666666665,42,10,177
22,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': True}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': True, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': True, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",TucqtiPHUT9xFT3teOPq-w,"['Food', 'Empanadas', 1]",Mesa,"{'Tuesday': {'close': '21:00', 'open': '11:00'}, 'Friday': {'close': '21:00', 'open': '11:00'}, 'Saturday': {'close': '21:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '11:00'}, 'Thursday': {'close': '21:00', 'open': '11:00'}, 'Monday': {'close': '21:00', 'open': '11:00'}}",33.41346,-111.825846,True,278,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,0,1,1,0,0,21,11,21,11,21,11,25,25,21,11,21,11,21,11,4.425373134328358,268,45,514
23,"{'Noise Level': 'average', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'beer_and_wine', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",93fEJZYc3B-jOMaXce7G5A,"['Italian', 'Pizza', 'Salad', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '21:00', 'open': '10:30'}, 'Friday': {'close': '22:00', 'open': '10:30'}, 'Saturday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '21:00', 'open': '11:00'}, 'Wednesday': {'close': '21:00', 'open': '10:30'}, 'Thursday': {'close': '21:00', 'open': '10:30'}, 'Monday': {'close': '21:00', 'open': '10:30'}}",33.666693,-112.124353,True,173,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,0,0,1,0,0,0,22,10,21,10,22,11,21,11,21,10,21,10,21,10,4.20625,160,46,527
24,"{'Noise Level': 'quiet', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': True, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': True, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",JeivzPg5TV_o5ZgLBw-hXw,"['Food', 'Gelato', 1]",Scottsdale,"{'Tuesday': {'close': '20:00', 'open': '12:00'}, 'Friday': {'close': '21:00', 'open': '12:00'}, 'Wednesday': {'close': '20:00', 'open': '12:00'}, 'Sunday': {'close': '20:00', 'open': '12:00'}, 'Saturday': {'close': '21:00', 'open': '12:00'}, 'Thursday': {'close': '20:00', 'open': '12:00'}}",33.4922528765295,-111.922980431741,True,66,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,0,2,2,1,0,0,0,0,21,12,25,25,21,12,20,12,20,12,20,12,20,12,4.655172413793103,58,18,154
25,"{'Has TV': False, 'Accepts Credit Cards': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Price Range': 1, 'Takes Reservations': False, 'Good for Kids': False, 'Delivery': False, 'Take-out': False, 'Attire': 'casual'}",CIgXglXMtnjjbgG6i0BKJg,"['Fast Food', 'Restaurants', 1]",Surprise,{},33.6391219,-112.3548124,True,4,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,0,0,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.6666666666666665,3,4,17
26,"{'Price Range': 2, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}}",BC6kHVA2dzdnau3FgrPafA,"['Food', 'Grocery', 1]",Queen Creek,{},33.2329682,-111.6858723,True,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1.6,5,3,34
27,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",dr3FmOSZ_Iy2WyPnS5ABOA,"['Food', 'Grocery', 1]",Phoenix,"{'Tuesday': {'close': '23:00', 'open': '06:00'}, 'Friday': {'close': '23:00', 'open': '06:00'}, 'Saturday': {'close': '23:00', 'open': '06:00'}, 'Sunday': {'close': '23:00', 'open': '06:00'}, 'Wednesday': {'close': '23:00', 'open': '06:00'}, 'Thursday': {'close': '23:00', 'open': '06:00'}, 'Monday': {'close': '23:00', 'open': '06:00'}}",33.6272318,-112.0121147,True,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,23,6,23,6,23,6,23,6,23,6,23,6,23,6,3.9,10,8,71
