,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count,category
10,"{'Noise Level': 'average', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Delivery': False, 'Drive-Thru': True, 'Good for Kids': True, 'Has TV': False, 'Good For Groups': True, 'Price Range': 1, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': False, 'Alcohol': 'none', 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",36iFlBCnKNOyWFFXDjF0Hg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Mesa,"{'Tuesday': {'close': '22:00', 'open': '10:30'}, 'Friday': {'close': '23:00', 'open': '10:30'}, 'Saturday': {'close': '23:00', 'open': '10:30'}, 'Sunday': {'close': '22:00', 'open': '10:30'}, 'Wednesday': {'close': '22:00', 'open': '10:30'}, 'Thursday': {'close': '22:00', 'open': '10:30'}, 'Monday': {'close': '22:00', 'open': '10:30'}}",33.3792,-111.7855,True,5,2.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,2,0,0,0,0,0,23,10,22,10,23,10,22,10,22,10,22,10,22,10,2.6,5,7,55,Fast Food
11,"{'Noise Level': 'average', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Delivery': False, 'Drive-Thru': True, 'Good for Kids': True, 'Has TV': False, 'Good For Groups': True, 'Price Range': 1, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': False, 'Alcohol': 'none', 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",36iFlBCnKNOyWFFXDjF0Hg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Mesa,"{'Tuesday': {'close': '22:00', 'open': '10:30'}, 'Friday': {'close': '23:00', 'open': '10:30'}, 'Saturday': {'close': '23:00', 'open': '10:30'}, 'Sunday': {'close': '22:00', 'open': '10:30'}, 'Wednesday': {'close': '22:00', 'open': '10:30'}, 'Thursday': {'close': '22:00', 'open': '10:30'}, 'Monday': {'close': '22:00', 'open': '10:30'}}",33.3792,-111.7855,True,5,2.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,2,0,0,0,0,0,23,10,22,10,23,10,22,10,22,10,22,10,22,10,2.6,5,7,55,Mexican
12,"{'Noise Level': 'average', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Delivery': False, 'Drive-Thru': True, 'Good for Kids': True, 'Has TV': False, 'Good For Groups': True, 'Price Range': 1, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': False, 'Alcohol': 'none', 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",36iFlBCnKNOyWFFXDjF0Hg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Mesa,"{'Tuesday': {'close': '22:00', 'open': '10:30'}, 'Friday': {'close': '23:00', 'open': '10:30'}, 'Saturday': {'close': '23:00', 'open': '10:30'}, 'Sunday': {'close': '22:00', 'open': '10:30'}, 'Wednesday': {'close': '22:00', 'open': '10:30'}, 'Thursday': {'close': '22:00', 'open': '10:30'}, 'Monday': {'close': '22:00', 'open': '10:30'}}",33.3792,-111.7855,True,5,2.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,2,0,0,0,0,0,23,10,22,10,23,10,22,10,22,10,22,10,22,10,2.6,5,7,55,Tex-Mex
13,"{'Noise Level': 'average', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Delivery': False, 'Drive-Thru': True, 'Good for Kids': True, 'Has TV': False, 'Good For Groups': True, 'Price Range': 1, 'Take-out': True, 'Takes Reservations': False, 'Waiter Service': False, 'Alcohol': 'none', 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",36iFlBCnKNOyWFFXDjF0Hg,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants', 1]",Mesa,"{'Tuesday': {'close': '22:00', 'open': '10:30'}, 'Friday': {'close': '23:00', 'open': '10:30'}, 'Saturday': {'close': '23:00', 'open': '10:30'}, 'Sunday': {'close': '22:00', 'open': '10:30'}, 'Wednesday': {'close': '22:00', 'open': '10:30'}, 'Thursday': {'close': '22:00', 'open': '10:30'}, 'Monday': {'close': '22:00', 'open': '10:30'}}",33.3792,-111.7855,True,5,2.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,2,2,0,0,0,0,0,23,10,22,10,23,10,22,10,22,10,22,10,22,10,2.6,5,7,55,Restaurants
14,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",LTk9XA-htXS-ngVfnnQPUA,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.479867,-112.11792,True,6,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5,2,124,Food
15,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",LTk9XA-htXS-ngVfnnQPUA,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.479867,-112.11792,True,6,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5,2,124,Automotive
16,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",LTk9XA-htXS-ngVfnnQPUA,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.479867,-112.11792,True,6,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5,2,124,Convenience Stores
17,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",LTk9XA-htXS-ngVfnnQPUA,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.479867,-112.11792,True,6,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,5,2,124,Gas & Service Stations
18,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': True, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wheelchair Accessible': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",D0tHnskAgaRjCBdoXVev_g,"['Fast Food', 'Restaurants', 1]",Tempe,{},33.4073535,-111.9455692,True,29,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,1,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,0,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.6666666666666665,27,15,178,Fast Food
19,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': True, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wheelchair Accessible': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",D0tHnskAgaRjCBdoXVev_g,"['Fast Food', 'Restaurants', 1]",Tempe,{},33.4073535,-111.9455692,True,29,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,1,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,0,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.6666666666666665,27,15,178,Restaurants
20,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': True}, 'Good for Kids': True, 'Alcohol': 'beer_and_wine', 'Good For Groups': True, 'Price Range': 1, 'Wi-Fi': 'free', 'Take-out': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Waiter Service': False, 'Accepts Credit Cards': True}",Kqn4J9NTgZdMAnV4HuYh5A,"['Food', 'Coffee & Tea', 1]",Phoenix,{},33.6758542337337,-111.96673393249499,False,62,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,1,0,0,1,1,0,0,1,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.338709677419355,62,15,171,Food
21,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': True}, 'Good for Kids': True, 'Alcohol': 'beer_and_wine', 'Good For Groups': True, 'Price Range': 1, 'Wi-Fi': 'free', 'Take-out': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Waiter Service': False, 'Accepts Credit Cards': True}",Kqn4J9NTgZdMAnV4HuYh5A,"['Food', 'Coffee & Tea', 1]",Phoenix,{},33.6758542337337,-111.96673393249499,False,62,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,2,1,0,0,1,1,0,0,1,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.338709677419355,62,15,171,Coffee & Tea
22,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Shopping
23,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Drugstores
24,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Beauty & Spas
25,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Food
26,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Convenience Stores
27,"{'Price Range': 2, 'Wheelchair Accessible': True, 'By Appointment Only': False, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",omHC9VhPZIQiAXWnZEe8eA,"['Shopping', 'Drugstores', 'Beauty & Spas', 'Food', 'Convenience Stores', 'Cosmetics & Beauty Supply', 1]",Gilbert,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.2670732,-111.6868891,True,10,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,8,3,35,Cosmetics & Beauty Supply
28,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'no', 'Good for Kids': True, 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': False, 'Drive-Thru': False, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Good For Groups': True, 'Happy Hour': True, 'Music': {'dj': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Wi-Fi': 'free', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",cjUmPLRT43wN9Z87A9BOpg,"['Bars', 'American (Traditional)', 'Nightlife', 'Steakhouses', 'Sports Bars', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '01:00', 'open': '11:00'}, 'Friday': {'close': '02:00', 'open': '11:00'}, 'Saturday': {'close': '02:00', 'open': '11:00'}, 'Sunday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '01:00', 'open': '11:00'}, 'Thursday': {'close': '02:00', 'open': '11:00'}, 'Monday': {'close': '01:00', 'open': '11:00'}}",33.5095681227152,-112.073327446624,True,85,2.5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,0,2,0,1,0,1,1,1,0,1,0,0,0,2,11,1,11,2,11,0,11,2,11,1,11,1,11,2.7564102564102564,78,30,357,Bars
